"number","opened_at","caller_id","short_description","priority","state","assignment_group","assigned_to","sys_updated_on","close_notes"
"INC0157220","2025-06-15 22:14:06","SolarWinds ","Critical: Open - Application ""Windows Server 2016 Services and Counters"" on ""Prometheus2"" is currently CriticalThe application Windows Server 2016 Services an","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-21 21:00:00","The application Windows Server 2016 Services and Counters on Prometheus2 (10.50.16.223)  is ""UP""
The following is a list of components in this application ""UP""
Logical Disk: Avg. Disk Queue Length(UP).
Physical Disk: Avg. Disk Queue Length (UP)

Additionally, we received cleared alert from SolarWinds.

Moving the ticket to closure.
"
"INC0157231","2025-06-15 22:41:46","SolarWinds ","Critical: ALERT: AZWE-PRD-R7CL02 rebooted at 6/15/2025 10:32:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 03:00:05","The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157232","2025-06-15 22:42:25","SolarWinds ","Warning: Open: ALERT: outsys-prod.xdxinc.net has exceptionaly high response time. Average Response Time is 864 ms and is varying from 25 ms to 5030 ms.","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-18 00:00:02","Upon verifying, we are able to ping the outsys-prod with 0% ping loss.

Additionally, we received cleared alert.

Moving the ticket to closure."
"INC0157233","2025-06-15 22:58:43","SolarWinds ","Critical: ALERT: SQLDBMANAGER rebooted at 6/15/2025 10:57:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 03:00:09","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered
Incident 'INC0157233' closed based on closure of task 'INC0157231'

The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157234","2025-06-15 23:07:31","SolarWinds ","Critical: ALERT: TOOLS-DEV-2016 rebooted at 6/15/2025 11:05:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 03:00:09","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered
Incident 'INC0157234' closed based on closure of task 'INC0157231'

The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157230","2025-06-15 22:32:13","SolarWinds ","Critical: ALERT: Malibu rebooted at 6/15/2025 10:28:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 03:00:03","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157235","2025-06-15 23:11:14","SolarWinds ","Critical: ALERT: softinstall01 rebooted at 6/15/2025 11:09:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 03:00:03","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157236","2025-06-15 23:13:35","SolarWinds ","Critical: ALERT: wprddhcp01 rebooted at 6/15/2025 11:10:00 PM","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-18 03:00:04","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157240","2025-06-16 02:04:02","SolarWinds ","Critical: Open - Application ""Windows Server 2003-2012 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2003-2012 Serv","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-20 14:00:03","Upon checking Application ""Windows Server 2003-2012 Services and Counters"" on ""HALFDOME"" is Up and running fine 
"
"INC0157271","2025-06-16 07:19:07","SolarWinds ","Critical: Open - Application ""Windows Server 2019 Services and Counters"" on ""HALFDOME"" is currently CriticalThe application Windows Server 2019 Services and C","3 - Moderate","Closed","CDNA Stratogent","Sanjay Kumar (C)","2025-06-19 10:00:00","upon checking Application ""Windows Server 2019 Services and Counters"" on ""HALFDOME"" is  Up and running fine 
"
"INC0157229","2025-06-15 22:31:04","SolarWinds ","Critical: ALERT: ussj-prd-prt01 rebooted at 6/15/2025 10:27:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 03:00:01","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157221","2025-06-15 22:20:42","SolarWinds ","Critical: ALERT: Prometheus2 rebooted at 6/15/2025 10:17:00 PM","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-18 03:00:02","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157222","2025-06-15 22:28:55","SolarWinds ","Critical: Open - Application ""Windows Server 2019 Services and Counters"" on ""Prometheus2"" is currently WarningThe application Windows Server 2019 Services and","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-17 23:00:01","The application Windows Server 2019 Services and Counters on Prometheus2 (10.50.16.223) is ""UP""
The following is a list of components in this application ""UP""
% Processor Time(UP).

Additionally, we received cleared alert from SolarWinds.

Moving the ticket to closure."
"INC0157223","2025-06-15 22:28:56","SolarWinds ","Critical: Open: ALERT: Current packet loss for vcenter01 is 100 %.Average Response time is -1 ms and is varying from -2 ms to -2 ms.","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-18 00:00:03","
Upon verifying, we are able to ping the vcenter01 with 0% .

Additionally, we received cleared alert.

Moving the ticket to closure.
"
"INC0157224","2025-06-15 22:29:00","SolarWinds ","Critical: Open: ALERT: Current packet loss for iil-dev.xdxinc.net is 100 %.Average Response time is -1 ms and is varying from -2 ms to -2 ms.","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-18 00:00:00","Upon verifying, we are able to ping the iil-dev.xdxinc.net with 0% ping loss.

Additionally, we received cleared alert.

Moving the ticket to closure."
"INC0157225","2025-06-15 22:29:13","SolarWinds ","Critical: ALERT: azwe-it-sftp01 rebooted at 6/15/2025 10:22:00 PM","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-18 03:00:02","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157226","2025-06-15 22:29:53","SolarWinds ","Critical: ALERT: SFOPAPSW01 rebooted at 6/15/2025 10:24:00 PM","3 - Moderate","Closed","CDNA Stratogent","Pasapula Dinesh (C)","2025-06-18 03:00:08","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered
Incident 'INC0157226' closed based on closure of task 'INC0157231'

The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157227","2025-06-15 22:30:55","SolarWinds ","Critical: ALERT: labprtcloud1 rebooted at 6/15/2025 10:28:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 03:00:05","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0157228","2025-06-15 22:31:00","SolarWinds ","Critical: ALERT: HKSDOC1 rebooted at 6/15/2025 10:27:00 PM","3 - Moderate","Closed","CDNA Stratogent","Puneeth Nagaraj (C)","2025-06-18 03:00:00","Resolution notes copied from Parent Incident: The server is part of the maint-it-wus2-noncrit-prod Auto Patch Group, hence reboot alert has been triggered"
"INC0158357","2025-06-27 01:46:33","SolarWinds ","Testing","5 - Planning","Canceled","CDNA Stratogent","Varunsimha M P (C)","2025-06-27 01:52:29",""
"INC0158356","2025-06-27 01:43:18","SolarWinds ","Testing","5 - Planning","Canceled","CDNA Stratogent","Varunsimha M P (C)","2025-06-27 01:51:43",""
